-1.275508e+01 3.855915e+01
-1.544438e+01 3.642696e+01
-1.202933e+01 3.514652e+01
-1.166497e+01 3.471090e+01
-1.221964e+01 3.734835e+01
-1.170150e+01 3.993965e+01
-2.360672e+00 6.252823e+00
-4.777344e+00 5.876225e+00
4.319420e+00 9.244678e+01
-1.284633e+00 6.913600e+00
-1.204668e+01 6.502263e+00
-7.813295e-01 6.842994e+00
-1.667479e+00 6.222540e+00
-2.089229e+00 6.423419e+00
3.883131e+01 2.249604e+00
3.879834e+01 5.796395e-01
3.835838e+01 2.110159e+00
3.855888e+01 2.236215e+00
3.661504e+01 1.781621e+00
3.753923e+01 1.140446e+00
3.924146e+01 2.532324e+00
3.741142e+01 1.717320e+00
3.854207e+01 1.630924e+00
3.728771e+01 1.394391e+00
3.656239e+01 1.190843e+00
3.583195e+01 3.062576e+00
3.619397e+01 2.972623e+00
3.724369e+01 1.157644e+00
3.730875e+01 1.439404e+00
3.858179e+01 2.156883e+00
3.766911e+01 1.593209e+00
3.785138e+01 1.280545e+00
3.885316e+01 1.164656e+00
3.795816e+01 1.784001e+00
3.823804e+01 1.968278e+00
3.684516e+01 1.651070e+00
3.882730e+01 3.134758e+00
3.847495e+01 1.353870e+00
3.762164e+01 1.661154e+00
3.823620e+01 2.278106e+00
3.921700e+01 2.097053e+00
3.777039e+01 1.862735e+00
3.674949e+01 1.485080e+00
3.852596e+01 2.398120e+00
3.846116e+01 1.192777e+00
3.757372e+01 3.770819e+00
3.854324e+01 1.113785e+00
3.792252e+01 2.081288e+00
3.671871e+01 1.797477e+00
3.670963e+01 2.090405e+00
3.745222e+01 1.193517e+00
3.741461e+01 1.318886e+00
3.835198e+01 1.611521e+00
3.738637e+01 1.409392e+00
3.693776e+01 2.018517e+00
3.845367e+01 1.352628e+00
3.681215e+01 4.030155e+00
3.909023e+01 3.714570e+00
3.843427e+01 2.082630e+00
3.845530e+01 1.927667e+00
3.945745e+01 2.196802e+00
3.842809e+01 2.401359e+00
3.827262e+01 2.284111e+00
3.702317e+01 1.860126e+00
3.853005e+01 2.652966e+00
3.697813e+01 3.976648e+00
3.801029e+01 2.084018e+00
3.819095e+01 1.735627e+00
3.912946e+01 2.616156e+00
3.742438e+01 1.806220e+00
3.878329e+01 1.633682e+00
3.726870e+01 1.678680e+00
3.762524e+01 1.559484e+00
3.771261e+01 2.384652e+00
3.834110e+01 2.473350e+00
3.663633e+01 2.007639e+00
3.906044e+01 2.237919e+00
3.667513e+01 3.157154e+00
3.884785e+01 2.017168e+00
3.772097e+01 1.310091e+00
3.870505e+01 6.650812e-01
3.786163e+01 1.105010e+00
3.743944e+01 1.181457e+00
3.742688e+01 1.090887e+00
3.791475e+01 2.175179e+00
3.816568e+01 2.395462e+00
3.782059e+01 1.606916e+00
